Age,Gender,Weight_kg,Height_cm,BMI,Activity_Level,Exercise_Type,MET,Target_Calories,Duration_minutes
50,Female,50.0,163.5,18.7,Sedentary,Running,8.0,201,34.4
50,Female,47.1,,20.2,Lightly Active,Yoga,2.5,185,92.7
56,Female,,155.6,16.7,Lightly Active,Walking,3.5,514,180.0
29,Female,40.0,153.8,16.9,Lightly Active,Walking,3.5,376,153.5
44,Female,57.0,146.8,26.4,Lightly Active,Yoga,2.5,594,180.0
58,Female,51.0,164.0,19.0,Sedentary,Swimming,7.0,165,30.7
47,Male,66.3,,23.9,Sedentary,Running,8.0,559,61.0
18,Male,68.0,159.0,26.9,Lightly Active,Walking,3.5,683,150.8
35,Male,58.8,181.5,17.9,Lightly Active,Walking,3.5,215,62.1
22,Female,61.7,153.0,26.4,Moderately Active,Walking,3.5,423,110.1
33,Male,44.1,,18.4,Sedentary,Yoga,2.5,688,180.0
55,Female,53.5,163.4,20.0,Sedentary,Swimming,7.0,571,85.5
30,Female,52.4,153.9,22.1,Lightly Active,Yoga,2.5,298,124.5
56,Male,51.3,169.7,17.8,Sedentary,Walking,3.5,311,100.2
47,Female,57.9,164.8,21.3,Moderately Active,Walking,3.5,288,86.3
56,Female,40.0,149.0,18.0,Very Active,Swimming,7.0,501,102.8
47,Female,53.5,,,Lightly Active,Swimming,7.0,158,24.6
46,Female,67.0,160.0,26.2,Lightly Active,Walking,3.5,241,62.6
47,Female,52.4,160.2,20.4,Lightly Active,Walking,3.5,628,180.0
46,Female,40.0,154.8,16.7,Lightly Active,Walking,3.5,512,180.0
56,Male,67.6,180.3,20.8,Moderately Active,Walking,3.5,386,97.5
34,Female,60.7,156.9,24.6,Lightly Active,Running,8.0,361,45.2
21,Female,58.8,146.7,27.3,Lightly Active,Swimming,7.0,371,53.0
59,Female,63.5,161.5,24.3,Moderately Active,Cycling,6.0,221,30.7
39,Male,69.4,179.9,21.4,Lightly Active,Running,8.0,580,50.5
25,Male,,170.2,26.7,Lightly Active,Running,8.0,361,31.3
47,Male,69.0,175.4,22.4,Lightly Active,Walking,3.5,326,79.1
28,Female,55.1,162.4,20.9,Very Active,Swimming,7.0,549,83.7
30,Female,43.8,171.3,14.9,Lightly Active,Cycling,6.0,461,102.1
59,Male,69.7,174.1,,Lightly Active,Walking,3.5,604,133.0
24,Male,67.2,166.8,24.1,Very Active,Running,8.0,329,29.8
58,Male,64.0,159.7,25.1,Lightly Active,Running,8.0,405,45.2
46,Male,66.6,164.0,24.8,Lightly Active,Walking,3.5,543,135.3
25,Female,66.6,159.9,26.0,Moderately Active,Walking,3.5,657,157.7
40,Male,57.1,171.0,19.5,Lightly Active,Cycling,6.0,267,43.0
37,Female,56.6,170.3,19.5,Sedentary,Walking,3.5,457,131.5
19,Male,68.8,166.6,24.8,Moderately Active,Running,8.0,241,17.7
38,Female,46.6,158.4,18.6,Lightly Active,Cycling,6.0,615,130.9
46,Female,48.9,158.6,19.4,Moderately Active,Walking,3.5,579,180.0
32,Male,80.2,165.3,29.3,Lightly Active,Cycling,6.0,416,68.3
40,Female,46.4,159.8,18.2,Moderately Active,Walking,3.5,303,111.4
35,Male,69.2,178.3,21.8,Moderately Active,Walking,3.5,605,148.6
19,Male,56.4,155.7,23.3,Sedentary,Yoga,2.5,241,105.5
34,Female,54.0,151.8,23.4,Lightly Active,Walking,3.5,272,75.9
34,Female,,160.6,20.1,Lightly Active,Cycling,6.0,636,124.8
52,Male,67.6,168.4,23.9,Very Active,Cycling,6.0,292,43.2
57,Male,82.4,164.1,30.6,Sedentary,Cycling,6.0,535,63.7
38,Male,61.1,165.5,22.3,Moderately Active,Cycling,6.0,469,63.0
37,Female,52.4,151.0,23.0,Moderately Active,Swimming,7.0,600,101.3
21,Female,54.2,160.3,21.1,Lightly Active,Swimming,7.0,224,41.3
52,Female,52.6,166.0,19.1,Sedentary,Running,8.0,434,60.2
58,Female,49.1,152.8,21.0,Sedentary,Walking,3.5,289,103.7
22,Male,57.8,171.1,19.8,Lightly Active,Walking,3.5,317,89.3
43,Female,53.4,154.6,22.4,Moderately Active,Walking,3.5,499,153.5
20,Male,70.1,166.0,25.4,Very Active,Running,8.0,204,13.3
38,Male,86.8,168.1,30.7,Lightly Active,Walking,3.5,562,109.8
22,Male,53.5,164.8,19.7,Sedentary,Walking,3.5,537,160.5
56,Male,70.3,160.2,27.4,Lightly Active,Running,8.0,212,27.9
44,Female,50.0,149.5,22.4,Lightly Active,Yoga,2.5,639,180.0
49,Male,47.1,170.1,16.3,Moderately Active,Cycling,6.0,656,139.0
43,Female,,164.0,,Moderately Active,Swimming,7.0,439,64.4
25,Female,57.7,161.6,22.1,Sedentary,Swimming,7.0,312,38.4
21,Male,47.2,157.4,19.1,Sedentary,Cycling,6.0,365,77.5
43,Female,56.6,157.7,22.8,Moderately Active,Swimming,7.0,253,39.0
30,Male,85.5,162.6,32.3,Sedentary,Walking,3.5,621,119.0
28,Male,64.5,176.6,20.7,Lightly Active,Walking,3.5,365,88.7
52,Female,45.4,166.0,16.5,Lightly Active,Walking,3.5,575,180.0
28,Female,62.5,159.3,24.6,Lightly Active,Walking,3.5,256,65.9
47,Female,53.4,151.0,23.4,Lightly Active,Running,8.0,328,46.9
21,Female,49.3,157.3,19.9,Lightly Active,Running,8.0,234,26.3
26,Female,50.9,159.8,,Lightly Active,Swimming,7.0,350,59.5
54,Male,77.3,160.7,29.9,Lightly Active,Walking,3.5,548,116.8
55,Female,52.6,168.2,18.6,Lightly Active,Running,8.0,594,75.8
56,Female,,158.0,18.2,Sedentary,Yoga,2.5,425,180.0
32,Male,71.2,162.1,27.1,Lightly Active,Walking,3.5,237,59.6
41,Female,53.9,149.1,24.2,Sedentary,Swimming,7.0,302,47.8
31,Male,65.0,163.2,24.4,Moderately Active,Running,8.0,272,26.9
36,Male,51.5,177.9,16.3,Sedentary,Swimming,7.0,545,79.2
41,Female,58.7,156.1,24.1,Moderately Active,Running,8.0,285,42.6
55,Female,58.2,162.8,22.0,Lightly Active,Swimming,7.0,199,33.4
29,Male,73.9,168.8,25.9,Very Active,Walking,3.5,496,112.4
32,Male,60.4,162.3,22.9,Moderately Active,Yoga,2.5,200,76.4
52,Female,64.3,162.8,,Lightly Active,Walking,3.5,261,66.2
45,Female,56.1,152.3,24.2,Sedentary,Swimming,7.0,175,24.5
52,Female,62.4,153.4,26.5,Moderately Active,Running,8.0,154,5.0
23,Male,40.0,181.7,12.1,Sedentary,Walking,3.5,620,180.0
22,Female,50.7,158.5,20.2,Sedentary,Swimming,7.0,603,95.0
42,Female,,159.2,21.4,Moderately Active,Swimming,7.0,589,99.4
44,Male,70.4,173.3,23.4,Moderately Active,Walking,3.5,434,99.1
19,Male,65.1,170.5,22.4,Moderately Active,Walking,3.5,232,60.0
41,Male,57.4,164.1,21.3,Moderately Active,Walking,3.5,617,180.0
47,Male,66.0,167.2,23.6,Very Active,Walking,3.5,536,131.1
37,Male,68.8,169.5,24.0,Very Active,Cycling,6.0,616,78.2
55,Male,76.9,165.1,28.2,Sedentary,Swimming,7.0,587,62.9
19,Male,61.2,168.9,,Sedentary,Walking,3.5,542,150.4
42,Female,55.9,155.6,23.1,Lightly Active,Walking,3.5,494,146.6
44,Female,44.1,166.9,15.8,Lightly Active,Swimming,7.0,498,95.5
43,Female,,152.4,21.5,Lightly Active,Walking,3.5,296,106.2
51,Male,,168.5,23.5,Sedentary,Walking,3.5,328,75.6
45,Female,43.8,156.1,18.0,Lightly Active,Cycling,6.0,160,35.7
50,Female,57.2,140.0,29.2,Lightly Active,Swimming,7.0,660,85.2
36,Female,51.3,154.7,21.5,Sedentary,Cycling,6.0,563,106.1
27,Male,60.9,176.2,19.6,Sedentary,Swimming,7.0,497,65.3
43,Male,55.8,168.1,19.8,Lightly Active,Walking,3.5,615,180.0
26,Male,66.6,167.1,23.8,Sedentary,Running,8.0,688,81.2
29,Male,64.8,159.6,25.4,Sedentary,Walking,3.5,282,62.3
25,Female,58.6,156.3,,Sedentary,Walking,3.5,606,180.0
45,Female,50.1,153.0,21.4,Moderately Active,Yoga,2.5,243,109.5
30,Female,51.1,158.7,20.3,Lightly Active,Swimming,7.0,562,84.6
33,Female,55.4,154.8,23.1,Moderately Active,Walking,3.5,331,91.8
59,Male,50.6,172.3,17.1,Very Active,Walking,3.5,651,180.0
24,Male,61.9,168.8,21.7,Moderately Active,Swimming,7.0,548,65.3
20,Female,50.7,166.5,18.3,Moderately Active,Yoga,2.5,236,108.2
46,Female,71.3,162.0,27.2,Sedentary,Yoga,2.5,492,158.1
27,Female,46.4,167.2,,Moderately Active,Walking,3.5,345,118.0
22,Male,75.6,165.5,27.6,Sedentary,Walking,3.5,655,145.2
33,Male,75.1,164.3,27.8,Sedentary,Walking,3.5,160,36.7
33,Female,49.8,160.4,19.4,Sedentary,Walking,3.5,326,121.5
46,Female,57.8,154.2,24.3,Sedentary,Swimming,7.0,359,48.0
56,Male,76.2,181.6,23.1,Lightly Active,Running,8.0,524,48.6
57,Male,52.2,165.6,19.0,Very Active,Walking,3.5,535,167.2
55,Male,57.3,176.8,18.3,Moderately Active,Running,8.0,503,66.4
42,Female,64.5,153.5,27.4,Sedentary,Walking,3.5,572,140.2
39,Female,62.5,,24.9,Sedentary,Walking,3.5,270,69.4
24,Male,46.1,168.5,16.2,Lightly Active,Cycling,6.0,163,22.4
41,Male,58.6,173.0,19.6,Lightly Active,Walking,3.5,368,96.3
34,Male,67.5,155.1,28.1,Lightly Active,Swimming,7.0,312,31.6
46,Male,66.4,161.9,25.3,Sedentary,Walking,3.5,289,67.0
55,Male,67.1,165.7,24.4,Lightly Active,Swimming,7.0,189,25.8
37,Female,57.9,161.9,22.1,Lightly Active,Yoga,2.5,159,53.8
50,Female,58.4,171.1,19.9,Lightly Active,Running,8.0,632,81.6
26,Female,40.0,160.2,15.6,Sedentary,Yoga,2.5,183,106.4
23,Male,89.1,169.2,31.1,Lightly Active,Running,8.0,433,38.3
56,Female,51.8,,18.5,Moderately Active,Cycling,6.0,203,30.4
39,Male,69.5,162.1,26.4,Sedentary,Cycling,6.0,626,93.5
24,Male,59.8,165.6,21.8,Sedentary,Swimming,7.0,240,28.3
32,Female,,149.6,23.8,Lightly Active,Walking,3.5,214,63.8
23,Male,59.4,164.3,22.0,Sedentary,Running,8.0,651,78.7
48,Female,57.7,173.2,19.2,Very Active,Walking,3.5,528,151.3
55,Male,63.2,170.6,21.7,Moderately Active,Running,8.0,199,22.1
43,Female,63.6,162.1,24.2,Sedentary,Walking,3.5,510,118.4
54,Male,81.3,157.6,32.7,Moderately Active,Cycling,6.0,173,25.1
27,Female,40.0,158.8,15.9,Lightly Active,Walking,3.5,224,91.2
27,Male,72.9,170.8,25.0,Moderately Active,Walking,3.5,156,31.5
37,Female,,,24.9,Lightly Active,Running,8.0,154,28.5
53,Male,64.7,184.9,,Sedentary,Cycling,6.0,513,72.8
50,Female,72.9,146.5,33.9,Lightly Active,Yoga,2.5,561,174.8
40,Male,61.4,162.2,23.3,Sedentary,Walking,3.5,329,84.1
52,Female,57.5,164.0,21.4,Moderately Active,Running,8.0,224,38.0
32,Female,58.1,164.2,21.6,Moderately Active,Swimming,7.0,545,80.9
34,Female,59.4,147.4,27.4,Very Active,Running,8.0,452,49.3
28,Male,67.4,177.0,21.5,Sedentary,Walking,3.5,564,140.7
47,Female,48.9,158.6,19.4,Sedentary,Running,8.0,618,88.8
20,Male,58.9,171.9,19.9,Lightly Active,Walking,3.5,241,68.8
20,Female,58.5,161.4,22.5,Sedentary,Walking,3.5,215,69.1
43,Male,66.9,167.3,23.9,Moderately Active,Yoga,2.5,227,83.0
57,Female,60.8,151.9,26.4,Moderately Active,Walking,3.5,397,109.0
38,Female,52.0,155.0,21.7,Sedentary,Walking,3.5,220,68.5
49,Male,72.4,168.6,25.5,Moderately Active,Running,8.0,583,61.4
45,Male,55.1,162.2,21.0,Moderately Active,Yoga,2.5,273,118.7
27,Female,63.2,157.7,25.4,Moderately Active,Running,8.0,419,42.4
47,Female,48.5,151.3,21.2,Sedentary,Swimming,7.0,426,81.6
52,Male,65.4,166.6,23.6,Sedentary,Yoga,2.5,319,102.6
32,Female,68.0,162.6,25.7,Moderately Active,Running,8.0,311,36.2
56,Male,64.2,163.9,23.9,Very Active,Cycling,6.0,151,27.0
24,Female,56.9,158.7,22.6,Sedentary,Cycling,6.0,503,84.6
43,Male,67.3,159.3,26.5,Lightly Active,Walking,3.5,259,63.1
48,Male,55.2,178.7,17.3,Moderately Active,Swimming,7.0,297,44.8
20,Female,,163.3,24.2,Lightly Active,Cycling,6.0,350,51.6
27,Male,58.3,164.9,21.5,Moderately Active,Walking,3.5,414,110.1
47,Male,70.2,169.0,24.6,Sedentary,Swimming,7.0,667,72.4
57,Male,49.5,179.5,15.4,Sedentary,Cycling,6.0,160,37.5
45,Male,55.7,170.0,19.3,Lightly Active,Cycling,6.0,689,121.3
30,Male,58.9,164.9,21.7,Lightly Active,Cycling,6.0,285,35.8
42,Female,40.0,160.0,15.6,Lightly Active,Swimming,7.0,320,57.5
20,Male,75.2,161.9,28.7,Sedentary,Walking,3.5,601,134.6
18,Female,,153.9,,Lightly Active,Yoga,2.5,447,145.1
59,Male,76.8,186.6,22.1,Lightly Active,Running,8.0,582,57.0
24,Female,43.7,159.0,17.3,Lightly Active,Running,8.0,437,64.9
20,Male,65.3,173.0,21.8,Moderately Active,Walking,3.5,678,164.5
36,Male,,179.6,20.2,Very Active,Running,8.0,387,50.7
50,Female,52.2,151.3,22.8,Moderately Active,Yoga,2.5,494,180.0
58,Female,55.7,156.8,22.7,Lightly Active,Walking,3.5,247,66.4
25,Male,67.7,167.1,24.2,Moderately Active,Cycling,6.0,635,96.8
23,Female,42.9,166.2,15.5,Lightly Active,Yoga,2.5,440,180.0
58,Female,42.7,149.9,,Moderately Active,Walking,3.5,602,180.0
41,Male,56.7,167.4,20.2,Lightly Active,Running,8.0,415,57.3
57,Female,58.8,155.7,24.3,Lightly Active,Walking,3.5,209,55.9
35,Female,,145.0,24.1,Very Active,Yoga,2.5,406,180.0
18,Female,54.1,165.3,19.8,Sedentary,Walking,3.5,408,124.2
23,Male,72.1,,24.1,Lightly Active,Walking,3.5,324,64.6
50,Female,53.1,148.7,24.0,Very Active,Walking,3.5,664,180.0
36,Female,42.5,152.1,18.4,Sedentary,Swimming,7.0,313,63.3
39,Female,46.4,152.5,20.0,Sedentary,Yoga,2.5,451,180.0
23,Female,45.3,156.2,18.6,Lightly Active,Walking,3.5,184,71.8
28,Male,60.9,172.9,20.4,Lightly Active,Walking,3.5,195,45.6
26,Male,73.1,172.7,24.5,Sedentary,Walking,3.5,651,139.6
56,Female,56.9,159.2,,Moderately Active,Swimming,7.0,611,77.5
50,Female,61.5,167.7,21.9,Moderately Active,Cycling,6.0,676,111.7
29,Female,51.7,155.7,21.3,Very Active,Running,8.0,338,40.5
39,Female,57.9,156.1,23.8,Moderately Active,Cycling,6.0,296,50.2
43,Male,76.8,165.7,28.0,Sedentary,Walking,3.5,643,142.6
34,Male,77.2,182.2,23.3,Very Active,Yoga,2.5,234,68.8
54,Male,,171.3,26.2,Sedentary,Walking,3.5,208,46.5
60,Male,80.9,186.6,23.2,Very Active,Running,8.0,150,8.5
49,Female,54.9,157.4,22.2,Sedentary,Swimming,7.0,343,56.7
29,Male,48.5,161.2,18.6,Lightly Active,Walking,3.5,523,170.3
27,Male,59.1,173.2,19.7,Lightly Active,Running,8.0,668,82.2
40,Male,62.8,156.9,25.5,Lightly Active,Yoga,2.5,498,180.0
24,Female,57.3,,21.4,Moderately Active,Walking,3.5,237,62.8
54,Male,70.6,159.0,27.9,Moderately Active,Walking,3.5,347,78.1
37,Female,60.2,165.0,22.1,Moderately Active,Yoga,2.5,366,143.2
38,Male,57.9,151.4,25.2,Sedentary,Walking,3.5,611,171.4
23,Male,70.5,166.8,25.3,Sedentary,Running,8.0,488,42.5
39,Female,66.0,165.8,24.0,Moderately Active,Yoga,2.5,562,180.0
47,Male,61.7,175.0,20.1,Lightly Active,Walking,3.5,150,43.4
47,Female,55.7,157.2,22.5,Very Active,Cycling,6.0,651,110.2
53,Female,54.2,158.5,21.6,Moderately Active,Yoga,2.5,312,128.7
22,Female,53.1,151.3,23.2,Lightly Active,Cycling,6.0,343,57.9
59,Male,61.9,169.6,21.5,Lightly Active,Walking,3.5,392,102.4
33,Male,74.7,161.5,28.6,Sedentary,Walking,3.5,465,98.9
44,Male,65.7,176.6,21.1,Lightly Active,Walking,3.5,546,135.8
57,Female,61.1,156.9,24.8,Moderately Active,Running,8.0,254,33.8
29,Male,59.7,172.4,20.1,Lightly Active,Walking,3.5,668,180.0
44,Female,54.6,163.7,20.4,Moderately Active,Swimming,7.0,614,93.8
41,Female,50.0,151.6,,Lightly Active,Cycling,6.0,556,109.3
55,Male,54.9,167.6,19.5,Sedentary,Walking,3.5,234,67.9
31,Female,47.5,160.9,18.4,Lightly Active,Walking,3.5,484,160.0
32,Female,52.8,169.5,18.4,Moderately Active,Cycling,6.0,331,65.3
54,Female,60.0,154.2,,Moderately Active,Walking,3.5,585,160.8
46,Female,55.9,156.3,22.9,Lightly Active,Running,8.0,378,55.4
47,Female,49.3,154.5,20.6,Sedentary,Walking,3.5,335,109.1
43,Female,47.6,148.8,21.5,Sedentary,Walking,3.5,509,172.9
56,Female,58.9,159.4,23.2,Lightly Active,Walking,3.5,580,163.5
20,Female,55.9,158.9,22.1,Lightly Active,Running,8.0,646,74.1
54,Female,54.1,147.9,24.8,Moderately Active,Walking,3.5,442,141.0
43,Female,73.7,154.0,31.1,Lightly Active,Cycling,6.0,581,86.4
19,Male,64.4,175.8,20.8,Very Active,Running,8.0,279,29.9
55,Male,54.3,172.2,18.3,Lightly Active,Running,8.0,450,66.0
54,Male,63.4,160.6,24.6,Very Active,Walking,3.5,219,52.3
27,Female,59.7,155.3,24.8,Lightly Active,Cycling,6.0,554,84.0
47,Female,62.0,155.7,25.6,Moderately Active,Walking,3.5,269,64.5
35,Female,43.0,148.6,19.5,Sedentary,Swimming,7.0,365,71.8
39,Female,45.1,150.3,20.0,Moderately Active,Walking,3.5,603,180.0
34,Female,48.3,164.7,17.8,Moderately Active,Cycling,6.0,699,136.4
52,Male,59.7,168.3,21.1,Sedentary,Yoga,2.5,226,81.3
41,Female,51.7,162.7,19.5,Lightly Active,Walking,3.5,587,180.0
48,Male,55.9,,18.9,Lightly Active,Walking,3.5,592,176.9
51,Male,59.1,182.2,17.8,Moderately Active,Walking,3.5,159,43.2
29,Male,63.4,168.2,22.4,Sedentary,Cycling,6.0,664,103.5
49,Male,56.9,178.0,18.0,Lightly Active,Running,8.0,568,74.4
36,Female,51.7,162.1,19.7,Moderately Active,Cycling,6.0,513,97.1
59,Female,53.5,166.4,,Very Active,Swimming,7.0,415,63.7
45,Female,53.3,155.7,,Lightly Active,Cycling,6.0,166,38.4
22,Male,74.0,171.4,25.2,Moderately Active,Walking,3.5,515,104.2
18,Female,65.5,149.2,29.4,Sedentary,Walking,3.5,201,41.9
39,Female,44.8,158.3,17.9,Moderately Active,Running,8.0,550,96.7
37,Male,68.9,171.7,23.4,Moderately Active,Walking,3.5,467,111.1
41,Male,62.6,172.3,21.1,Moderately Active,Walking,3.5,326,78.3
52,Female,61.7,150.7,27.2,Moderately Active,Walking,3.5,542,144.3
29,Male,66.0,165.4,,Lightly Active,Walking,3.5,481,113.2
46,Male,,165.5,24.9,Very Active,Walking,3.5,442,112.4
18,Male,80.3,179.4,24.9,Moderately Active,Walking,3.5,352,66.2
42,Male,62.0,168.4,21.8,Lightly Active,Running,8.0,480,44.2
46,Male,78.1,170.2,27.0,Very Active,Running,8.0,251,23.6
38,Male,94.5,178.9,29.5,Lightly Active,Walking,3.5,507,87.8
32,Female,58.1,161.8,22.2,Moderately Active,Swimming,7.0,228,32.0
49,Male,63.3,176.0,20.4,Sedentary,Yoga,2.5,663,180.0
45,Male,62.4,185.2,18.2,Moderately Active,Running,8.0,566,58.9
26,Male,70.2,167.5,25.0,Sedentary,Running,8.0,458,44.5
19,Male,80.8,181.1,24.6,Lightly Active,Cycling,6.0,203,20.5
42,Male,61.0,174.8,20.0,Sedentary,Walking,3.5,578,153.4
54,Female,65.9,160.4,25.6,Moderately Active,Walking,3.5,565,136.5
50,Female,55.9,158.9,22.1,Moderately Active,Walking,3.5,657,180.0
51,Female,59.9,162.1,22.8,Lightly Active,Running,8.0,320,37.4
29,Female,61.1,148.7,27.6,Lightly Active,Yoga,2.5,696,180.0
27,Male,73.3,168.0,25.9,Lightly Active,Walking,3.5,447,100.7
27,Female,44.9,160.4,17.5,Lightly Active,Walking,3.5,681,180.0
35,Male,75.7,170.3,26.1,Moderately Active,Swimming,7.0,222,20.7
49,Male,64.1,169.5,22.3,Moderately Active,Walking,3.5,419,108.1
18,Female,50.2,157.0,20.4,Very Active,Yoga,2.5,181,86.4
26,Male,64.9,185.4,18.9,Moderately Active,Cycling,6.0,238,34.3
23,Female,55.9,153.2,23.8,Lightly Active,Swimming,7.0,451,69.9
56,Female,40.6,161.6,15.6,Lightly Active,Walking,3.5,261,102.8
37,Male,62.8,176.0,20.3,Moderately Active,Walking,3.5,182,44.3
40,Female,52.1,157.5,21.0,Moderately Active,Swimming,7.0,247,45.2
50,Female,58.8,163.3,22.1,Sedentary,Walking,3.5,454,128.3
34,Female,53.7,165.6,19.6,Moderately Active,Running,8.0,401,51.6
46,Male,72.1,170.2,24.9,Moderately Active,Walking,3.5,174,39.4
21,Male,67.1,167.8,23.8,Sedentary,Yoga,2.5,252,91.6
30,Female,,153.8,24.2,Sedentary,Yoga,2.5,601,180.0
51,Male,79.3,162.4,30.1,Lightly Active,Walking,3.5,205,38.9
60,Female,52.3,157.9,21.0,Sedentary,Walking,3.5,210,69.1
45,Female,58.9,168.5,,Lightly Active,Cycling,6.0,590,98.8
28,Female,60.1,,24.5,Sedentary,Cycling,6.0,282,44.6
53,Female,55.7,,24.9,Moderately Active,Swimming,7.0,312,51.2
46,Male,,180.5,22.1,Moderately Active,Walking,3.5,260,60.3
40,Male,71.4,164.0,26.5,Moderately Active,Swimming,7.0,381,46.0
26,Female,47.1,157.3,19.0,Lightly Active,Walking,3.5,293,103.2
24,Female,57.8,151.2,25.3,Sedentary,Swimming,7.0,415,62.1
33,Female,52.3,,21.3,Sedentary,Running,8.0,356,52.6
35,Female,46.2,158.6,18.4,Lightly Active,Swimming,7.0,645,110.3
58,Male,77.5,175.7,25.1,Moderately Active,Yoga,2.5,672,180.0
34,Female,42.1,159.5,16.5,Sedentary,Walking,3.5,275,107.1
59,Male,,163.3,25.3,Sedentary,Cycling,6.0,537,61.2
20,Female,57.9,150.0,25.7,Lightly Active,Walking,3.5,286,83.6
55,Female,55.5,155.0,23.1,Very Active,Walking,3.5,662,180.0
46,Male,66.6,161.7,25.4,Moderately Active,Swimming,7.0,509,54.7
46,Female,46.2,161.9,17.6,Sedentary,Walking,3.5,153,51.4
43,Female,65.2,159.8,25.6,Sedentary,Cycling,6.0,603,95.3
37,Male,55.8,165.4,20.4,Very Active,Cycling,6.0,370,65.2
32,Male,56.6,173.3,18.8,Very Active,Swimming,7.0,245,27.3
29,Male,70.7,164.3,26.2,Sedentary,Walking,3.5,661,152.7
47,Female,65.2,149.6,29.1,Lightly Active,Walking,3.5,263,70.6
34,Male,65.5,158.0,26.3,Sedentary,Swimming,7.0,381,51.2
32,Male,,173.6,21.0,Lightly Active,Swimming,7.0,567,79.5
21,Female,,164.2,22.3,Sedentary,Swimming,7.0,693,95.8
36,Female,48.6,162.1,18.5,Moderately Active,Running,8.0,670,92.7
52,Male,44.5,166.1,16.1,Moderately Active,Running,8.0,238,37.0
33,Female,50.2,158.1,20.1,Very Active,Walking,3.5,544,180.0
43,Female,56.5,,22.2,Very Active,Walking,3.5,498,147.3
31,Male,53.0,170.4,18.3,Moderately Active,Running,8.0,262,35.4
26,Male,55.7,173.2,18.6,Moderately Active,Walking,3.5,155,41.1
49,Female,63.4,162.4,24.0,Very Active,Walking,3.5,228,65.7
25,Female,56.2,156.8,22.9,Moderately Active,Walking,3.5,188,54.0
43,Male,55.3,167.0,19.8,Moderately Active,Walking,3.5,669,180.0
43,Female,61.4,176.0,19.8,Sedentary,Swimming,7.0,261,31.3
48,Female,47.1,,19.1,Moderately Active,Swimming,7.0,515,93.2
40,Male,68.0,157.2,27.5,Moderately Active,Walking,3.5,303,71.6
46,Female,48.4,162.1,18.4,Lightly Active,Walking,3.5,454,152.9
57,Male,66.8,163.5,25.0,Moderately Active,Walking,3.5,409,103.5
40,Female,51.9,159.6,20.4,Sedentary,Walking,3.5,402,131.3
57,Female,64.5,163.2,24.2,Lightly Active,Cycling,6.0,530,73.7
24,Male,75.7,176.2,24.4,Sedentary,Walking,3.5,557,108.3
46,Male,69.2,180.8,21.2,Sedentary,Walking,3.5,298,60.8
59,Male,66.7,169.9,23.1,Sedentary,Walking,3.5,594,144.7
46,Male,47.7,170.8,16.4,Lightly Active,Walking,3.5,395,124.0
27,Female,59.4,164.6,,Lightly Active,Yoga,2.5,526,180.0
41,Female,57.2,156.5,23.4,Sedentary,Walking,3.5,292,85.0
40,Female,50.3,153.6,21.3,Moderately Active,Walking,3.5,258,89.0
39,Male,73.9,175.9,23.9,Very Active,Walking,3.5,346,76.3
42,Male,63.4,158.4,25.3,Sedentary,Walking,3.5,464,110.0
44,Male,48.4,165.9,17.6,Lightly Active,Walking,3.5,364,129.6
47,Female,45.1,156.8,18.3,Moderately Active,Running,8.0,328,38.4
18,Female,65.2,159.9,25.5,Moderately Active,Cycling,6.0,618,88.5
24,Female,56.9,159.4,22.4,Lightly Active,Swimming,7.0,354,46.2
49,Female,,153.5,25.1,Lightly Active,Yoga,2.5,439,171.7
60,Female,47.8,164.8,17.6,Sedentary,Running,8.0,563,79.0
31,Male,65.6,171.7,22.2,Lightly Active,Swimming,7.0,601,71.0
45,Female,49.6,158.8,19.7,Lightly Active,Swimming,7.0,314,39.3
48,Male,72.4,170.1,25.0,Moderately Active,Walking,3.5,513,111.7
38,Male,65.4,159.0,25.9,Moderately Active,Cycling,6.0,342,56.9
24,Female,56.6,155.1,23.5,Moderately Active,Swimming,7.0,164,17.2
42,Male,66.4,170.6,22.8,Lightly Active,Running,8.0,572,54.4
20,Female,40.0,162.2,15.2,Lightly Active,Walking,3.5,619,180.0
42,Male,73.6,171.5,25.0,Moderately Active,Yoga,2.5,426,122.9
42,Male,57.2,163.7,21.3,Lightly Active,Walking,3.5,165,40.7
54,Male,64.3,,24.6,Moderately Active,Walking,3.5,304,81.4
38,Female,,159.2,26.8,Lightly Active,Running,8.0,485,56.0
20,Female,50.1,160.8,19.4,Moderately Active,Running,8.0,407,66.0
22,Female,69.9,166.9,25.1,Moderately Active,Swimming,7.0,207,31.7
45,Male,58.7,179.7,18.2,Sedentary,Running,8.0,318,37.7
40,Female,74.2,160.4,28.8,Sedentary,Running,8.0,624,56.7
41,Male,74.6,163.7,27.9,Moderately Active,Walking,3.5,357,78.3
30,Female,45.0,147.4,20.7,Lightly Active,Walking,3.5,438,155.7
29,Male,77.0,157.6,31.0,Moderately Active,Running,8.0,546,45.0
28,Female,54.8,154.6,22.9,Lightly Active,Walking,3.5,184,51.6
28,Male,,166.5,30.5,Moderately Active,Running,8.0,539,37.7
53,Male,73.1,166.9,26.2,Sedentary,Cycling,6.0,625,82.2
55,Male,75.9,169.0,26.6,Moderately Active,Walking,3.5,649,137.9
22,Male,,165.2,22.3,Lightly Active,Walking,3.5,407,114.0
33,Female,50.3,158.8,19.9,Moderately Active,Yoga,2.5,506,180.0
40,Male,,179.2,19.3,Lightly Active,Yoga,2.5,628,180.0
54,Female,54.6,160.3,,Moderately Active,Walking,3.5,410,120.7
